rank,word,frequency,doc_freq(共59卷)
2774,mall,4,4
2775,commodity,4,4
2776,infection,4,4
2777,mathematical,4,4
2778,basketball,4,3
2779,nonprofit,4,2
2780,pool,4,3
2781,outfit,4,2
2782,genuinely,4,3
2783,distinctive,4,4
2784,flack,4,1
2785,destination,4,3
2786,rout,4,3
2787,library,4,3
2788,widen,4,4
2789,shadow,4,4
2790,honest,4,4
2791,philosophy,4,4
2792,middle-class,4,2
2793,higher-income,4,1
2794,cultivation,4,4
2795,lareau,4,1
2796,complain,4,4
2797,preschool,4,2
2798,flexible,4,4
2799,one-fifth,4,3
2800,hectic,4,3
2801,upward,4,3
2802,mobility,4,3
2803,bully,4,4
2804,shoot,4,3
2805,bolster,4,4
2806,haslam's,4,1
2807,criticize,4,4
2808,originally,4,3
2809,justification,4,3
2810,privilege,4,4
2811,roman,4,2
2812,sculpture,4,2
2813,portray,4,4
2814,intention,4,4
2815,sight,4,4
2816,surplus,4,4
2817,delivery,4,4
2818,instal,4,3
2819,appliance,4,4
2820,harvest,4,3
2821,cooperative,4,4
2822,incredibly,4,4
2823,potato,4,3
2824,belch,4,1
2825,overuse,4,4
2826,instantly,4,4
2827,draft,4,3
2828,discomfort,4,3
2829,temporarily,4,3
2830,indeed,4,4
2831,conscious,4,4
2832,cocaine,4,1
2833,sweet,4,3
2834,ritual,4,3
2835,notorious,4,3
2836,commerce,4,3
2837,francisco,4,4
2838,emergence,4,4
2839,host,4,4
2840,stereotype,4,3
2841,openness,4,3
2842,stance,4,3
2843,procedure,4,4
2844,stamp,4,3
2845,plagiarism,4,2
2846,biology,4,4
2847,partly,4,4
2848,devise,4,3
2849,laboratory,4,3
2850,consideration,4,4
2851,wake,4,3
2852,restoration,4,2
2853,unlock,4,1
2854,terrorist,4,1
2855,snowden,4,1
2856,hostile,4,3
2857,confrontation,4,2
2858,legal,4,3
2859,dead,4,3
2860,tuesday,4,3
2861,legislative,4,4
2862,fatal,4,4
2863,pride,4,4
2864,intrusion,4,2
2865,alongside,4,3
2866,counsel,4,2
2867,arm,4,3
2868,salt,4,1
2869,incident,4,4
2870,ceo,4,4
2871,refuge,4,2
2872,glass,4,4
2873,conservationist,4,3
2874,heat,4,4
2875,relax,4,4
2876,blend,4,3
2877,traditionally,4,4
2878,amaze,4,3
2879,pit,4,2
2880,gong,4,1
2881,scan,4,3
2882,egyptian,4,2
2883,sensitivity,4,3
2884,functional,4,3
2885,thrill,4,4
2886,gamble,4,2
2887,solitude,4,3
2888,cue,4,2
2889,crazy,4,3
2890,lonely,4,4
2891,inherently,4,4
2892,barcelona,4,2
2893,rice-growing,4,1
2894,hamper,4,4
2895,evil,4,4
2896,laborious,4,4
2897,onto,4,4
2898,snap,4,3
2899,instagram,4,3
2900,cafe,4,1
2901,rain,4,1
2902,definition,4,4
2903,extensively,4,4
2904,mary,4,2
2905,lamb,4,2
2906,hale,4,1
2907,authorship,4,2
2908,blow,4,4
2909,geological,4,4
2910,there're,4,2
2911,author's,4,4
2912,musk,4,1
2913,maybe,4,3
2914,nyu,4,1
2915,indiana,4,2
2916,lower-tier,4,1
2917,faculty,4,2
2918,lucky,4,4
2919,determination,4,4
2920,boston,4,2
2921,reasonably,4,3
2922,flaw,4,4
2923,jones-klenow,4,1
2924,diagnose,4,4
2925,polman,4,1
2926,adviser,4,2
2927,problematic,4,4
2928,willpower,4,2
2929,inappropriate,4,4
2930,narrative,4,4
2931,real-time,4,2
2932,dramatic,4,4
2933,therapy,4,3
2934,specialist,4,4
2935,stroke,4,4
2936,australian,4,3
2937,reliability,4,4
2938,exam,4,3
2939,metamorphosis,4,1
2940,merian's,4,1
2941,plat,4,2
2942,flower,4,3
2943,butterfly,4,2
2944,reference,4,3
2945,japan,4,3
2946,scary,4,4
2947,prey,4,4
2948,soldier,4,2
2949,resilient,4,1
2950,accomplish,4,4
2951,conception,4,4
2952,uncontrollable,4,4
2953,relaxation,4,2
2954,instant,4,4
2955,socio-economic,4,4
2956,teammate,4,4
2957,charm,4,4
2958,grass,4,2
2959,carbohydrate,4,3
2960,weigh,4,2
2961,patent,4,3
2962,brick,4,1
2963,mortar,4,1
2964,investor,4,4
2965,page,4,2
2966,chat,4,3
2967,passive,4,4
2968,audrey,4,2
2969,independently,4,4
2970,venus,4,1
2971,inventor,4,3
2972,craft,4,3
2973,prof,4,2
2974,scheme,4,3
2975,sag-aftra,4,1
2976,secondary,4,2
2977,mere,4,4
2978,dawn,4,4
2979,impetus,4,4
2980,stuff,4,4
2981,mini-satellites,4,1
2982,rocket,4,2
2983,regulatory,4,4
2984,unintended,4,2
2985,implementation,4,4
2986,owe,4,4
2987,output,4,3
2988,harmony,4,4
2989,self-driving,4,4
2990,assistant,4,3
2991,actress,4,2
2992,dwell,4,4
2993,outperform,4,4
2994,timber,4,2
2995,megathrust,4,1
2996,casualty,4,2
2997,l'f,4,1
2998,jazz,4,2
2999,branch,4,3
3000,overseas,4,4
3001,fil,4,3
3002,concede,4,4
3003,wildly,4,3
3004,slowly,4,4
3005,smith,4,2
3006,inquiry,4,3
3007,excel,4,4
3008,apart,4,4
3009,dinosaur,4,2
3010,clinic,4,2
3011,upper,4,4
3012,swell,4,3
3013,encounter,4,4
3014,deterioration,4,3
3015,agronomist,4,1
3016,statistical,4,3
3017,belly,4,2
3018,annoy,4,4
3019,plant-based,4,1
3020,visible,4,3
3021,obligation,4,3
3022,uncertainty,4,2
3023,alive,4,3
3024,foundational,4,2
3025,endow,4,4
3026,formulate,4,3
3027,fulfillment,4,3
3028,psychologically,4,3
3029,trustworthy,4,4
3030,vanish,4,2
3031,culturally,4,3
3032,dignity,4,3
3033,wait,4,4
3034,reliable,4,4
3035,destiny,4,3
3036,climb,4,3
3037,ethic,4,4
3038,levy,4,1
3039,nicole,4,1
3040,congestion,4,2
3041,alleviation,4,2
3042,laugh,4,3
3043,shame,4,4
3044,coi,4,1
3045,entitle,4,2
3046,occasionally,4,4
3047,factual,4,2
3048,audio,4,2
3049,intricate,4,2
3050,duly,4,4
3051,exposure,4,3
3052,purist,4,2
3053,applaud,4,2
3054,opaque,4,2
3055,apartment,4,1
3056,indoor,4,3
3057,nebraska,4,1
3058,implant,4,1
3059,mead,4,1
3060,alzheimer,4,1
3061,sarcasm,4,1
3062,disguise,4,2
3063,generalisation,4,1
3064,mozart,4,1
3065,passionate,4,2
3066,self-discipline,4,3
3067,password,4,1
3068,symmetry,4,1
3069,gratitude,4,1
3070,mesa,4,1
3071,button,4,1
3072,charlene,4,1
3073,rachel,4,1
3074,simulation,4,1
3075,snob,4,1
3076,luther,4,1
3077,semaphore,4,1
3078,captcha,4,1
3079,organizer,3,3
3080,questionnaire,3,2
3081,interviewer,3,3
3082,intensity,3,3
3083,canadian,3,3
3084,canada,3,3
3085,confident,3,3
3086,herbal,3,2
3087,courageous,3,2
3088,severe,3,3
3089,stimulation,3,3
3090,harsh,3,3
3091,rigor,3,3
3092,march,3,3
3093,declaration,3,1
3094,dimension,3,2
3095,drastic,3,3
3096,inevitably,3,3
3097,surely,3,3
3098,bath,3,3
3099,up-to-date,3,3
3100,aviation,3,3
3101,exhaustion,3,3
3102,bother,3,3
3103,inadequate,3,3
3104,plunge,3,3
3105,fiscal,3,3
3106,fundamentally,3,3
3107,thought-provoking,3,3
3108,multiply,3,3
3109,personnel,3,3
3110,bankruptcy,3,3
3111,cross-cultural,3,2
3112,sudden,3,3
3113,isolation,3,3
3114,necessity,3,3
3115,army,3,3
3116,postpone,3,3
3117,mankind,3,3
3118,zealand,3,3
3119,driverless,3,2
3120,lawn,3,3
3121,liable,3,3
3122,invade,3,3
3123,manifest,3,3
3124,reshape,3,3
3125,inefficient,3,2
3126,hook,3,3
3127,wrestle,3,3
3128,effectiveness,3,3
3129,primary,3,3
3130,pilot,3,2
3131,margin,3,3
3132,sensible,3,3
3133,inferior,3,3
3134,courage,3,3
3135,elimination,3,3
3136,irrigation,3,3
3137,ikea,3,2
3138,elevation,3,3
3139,belong,3,3
3140,underground,3,3
3141,entertain,3,3
3142,sponsor,3,3
3143,programme,3,2
3144,publicity,3,3
3145,atmosphere,3,3
3146,pop,3,3
3147,cash,3,2
3148,prevention,3,3
3149,restaurant,3,2
3150,intimidate,3,3
3151,globalization,3,3
3152,elder,3,3
3153,intimate,3,3
3154,follow-up,3,3
3155,voter,3,2
3156,poll,3,3
3157,election,3,2
3158,suspicion,3,3
3159,spiritual,3,3
3160,orient,3,3
3161,fine,3,3
3162,marketer,3,2
3163,dip,3,3
3164,explosion,3,3
3165,johnson,3,1
3166,greenlist,3,1
3167,certify,3,2
3168,certification,3,2
3169,christopher,3,2
3170,wilhelm,3,1
3171,specify,3,3
3172,insist,3,3
3173,injustice,3,3
3174,unchanged,3,3
3175,chiefly,3,3
3176,undesirable,3,3
3177,discriminate,3,3
3178,tall,3,3
3179,wash,3,3
3180,temporary,3,2
3181,anxious,3,3
3182,printer,3,2
3183,willingness,3,3
3184,accenture,3,1
3185,venture,3,3
3186,flat,3,3
3187,intrude,3,3
3188,electronics,3,1
3189,rider,3,1
3190,justice,3,3
3191,submit,3,3
3192,secure,3,3
3193,outline,3,3
3194,sole,3,3
3195,suicide,3,2
3196,illegal,3,2
3197,sedentary,3,2
3198,study's,3,2
3199,clinician,3,2
3200,resort,3,3
3201,relief,3,3
3202,significance,3,3
3203,fond,3,3
3204,extraordinary,3,3
3205,verge,3,3
3206,poisonous,3,3
3207,applicant,3,2
3208,barrel,3,2
3209,obstacle,3,3
3210,drift,3,2
3211,renovate,3,3
3212,empty,3,3
3213,scott,3,2
3214,blur,3,3
3215,brazilian,3,1
3216,korean,3,3
3217,prime,3,3
3218,controversy,3,3
3219,obese,3,2
3220,barely,3,3
3221,ring,3,3
3222,pin,3,2
3223,breathe,3,3
3224,replant,3,2
3225,work-related,3,3
3226,toll,3,2
3227,workload,3,2
3228,diabetes,3,3
3229,converge,3,2
3230,unsustainable,3,3
3231,constraint,3,3
3232,coin,3,3
3233,comply,3,3
3234,yoga,3,2
3235,mindfulness,3,3
3236,deter,3,3
3237,assignment,3,3
3238,sadoway,3,1
3239,globalize,3,2
3240,bois,3,1
3241,scope,3,3
3242,watson,3,2
3243,disparity,3,2
3244,heritage,3,3
3245,hotel,3,3
3246,defeat,3,3
3247,intake,3,3
3248,smooth,3,3
3249,excellence,3,2
3250,real-world,3,3
3251,presume,3,3
3252,petroleum,3,2
3253,sharer,3,2
3254,raw,3,2
3255,repository,3,2
3256,astronomer,3,3
3257,exception,3,3
3258,funders,3,3
3259,slash,3,3
3260,metropolitan,3,3
3261,aggressively,3,3
3262,bright,3,3
3263,embarrass,3,3
3264,worthy,3,2
3265,real-life,3,3
3266,undergraduate,3,2
3267,residential,3,3
3268,jack,3,3
3269,founder,3,3
3270,diversify,3,3
3271,demographic,3,3
3272,confine,3,3
3273,wrap,3,3
3274,suffice,3,3
3275,explicitly,3,3
3276,high-end,3,3
3277,slight,3,3
3278,morocco,3,1
3279,convenient,3,3
3280,bag,3,3
3281,greek,3,2
3282,spain,3,3
3283,sahel,3,1
3284,reproduction,3,3
3285,let's,3,3
3286,inner,3,3
3287,experimental,3,3
3288,verbal,3,3
3289,banana,3,2
3290,augment,3,3
3291,seal,3,3
3292,enrol,3,2
3293,ballet,3,2
3294,upbringing,3,3
3295,stanford,3,3
3296,compassionate,3,2
3297,supervision,3,3
3298,representative,3,3
3299,nonetheless,3,3
3300,marry,3,2
3301,probe,3,3
3302,historic,3,2
3303,punishment,3,2
3304,regent,3,1
3305,governor,3,1
3306,deliberate,3,3
3307,retire,3,3
3308,supporter,3,3
3309,aristocrat,3,1
3310,venice,3,3
3311,antique,3,2
3312,compulsory,3,2
3313,netherlands,3,2
3314,switzerland,3,3
3315,thompson,3,2
3316,church,3,3
3317,unaffordable,3,3
3318,inspiration,3,3
3319,civilization,3,3
3320,roman-style,3,1
3321,architect,3,3
3322,anniversary,3,3
3323,mail,3,2
3324,hair,3,2
3325,texture,3,3
3326,religious,3,3
3327,faith,3,3
3328,cup,3,3
3329,nigeria,3,1
3330,escalate,3,3
3331,leaf,3,1
3332,embark,3,3
3333,offense,3,2
3334,twitter,3,3
3335,societal,3,3
3336,finger,3,3
3337,sneak,3,3
3338,scrutiny,3,2
3339,addiction,3,2
3340,stimulant,3,2
3341,historian,3,3
3342,portuguese,3,1
3343,richard,3,3
3344,medicinal,3,1
3345,beverage,3,2
3346,iconic,3,2
3347,anger,3,3
3348,shelve,3,3
3349,lens,3,3
3350,mid-sized,3,1
3351,quiet,3,1
3352,midnight,3,2
3353,creator,3,2
3354,ignorance,3,3
3355,pacific,3,3
3356,palau,3,1
3357,square,3,3
3358,percentage,3,3
3359,seattle,3,3
3360,recipient,3,3
3361,postdoc,3,1
3362,stag,3,3
3363,stake,3,3
3364,complexity,3,3
3365,upload,3,2
3366,scoop,3,1
3367,sphere,3,3
3368,time-consuming,3,3
3369,spooner,3,1
3370,scream,3,3
3371,robot's,3,2
3372,evade,3,2
3373,morality,3,2
3374,automation,3,3
3375,ever-growing,3,2
3376,distant,3,2
3377,gasoline,3,1
3378,footprint,3,2
3379,hybrid,3,2
3380,dwarf,3,3
3381,enforcement,3,1
3382,revelation,3,3
3383,predictable,3,3
3384,attacker,3,2
3385,bernardino,3,1
3386,considerable,3,3
3387,yesterday,3,3
3388,tim,3,3
3389,backdoor,3,1
3390,bet,3,3
3391,rethink,3,3
3392,zdziarski,3,1
3393,vulnerability,3,3
3394,rift,3,1
3395,unfortunate,3,3
3396,bat,3,3
3397,perish,3,3
3398,bizarre,3,3
3399,deadly,3,3
3400,corrosive,3,1
3401,midst,3,3
3402,leg,3,2
3403,ash,3,1
3404,swiftly,3,3
3405,attainable,3,3
3406,ambition,3,3
3407,salad,3,3
3408,weird,3,3
3409,soup,3,3
3410,additive,3,3
3411,pig,3,2
3412,bread,3,3
3413,symbolize,3,3
3414,decode,3,1
3415,spoil,3,3
3416,marriage,3,2
3417,puzzle,3,3
3418,same-age,3,1
3419,gardner,3,1
3420,randomly,3,3
3421,exploratory,3,3
3422,lieberman,3,1
3423,neuroscientist,3,2
3424,attentive,3,3
3425,lean,3,3
3426,marsh,3,2
3427,investigator,3,3
3428,crossbreed,3,2
3429,popularize,3,3
3430,apparent,3,3
3431,din,3,2
3432,hang,3,3
3433,sightsee,3,2
3434,heighten,3,3
3435,luxury,3,3
3436,precious,3,3
3437,pet,3,3
3438,vitamin,3,3
3439,junk,3,3
3440,advocacy,3,3
3441,farrant,3,1
3442,gray,3,2
3443,revive,3,3
3444,forgive,3,3
3445,ivy,3,1
3446,league,3,1
3447,newspaper,3,3
3448,scholarship,3,1
3449,mat,3,3
3450,bachelor,3,3
3451,reap,3,3
3452,jones,3,1
3453,plus,3,3
3454,internship,3,2
3455,moreover,3,2
3456,overstate,3,3
3457,scratch,3,3
3458,evan,3,2
3459,quo,3,2
3460,mystery,3,3
3461,myth,3,3
3462,spell,3,3
3463,disruptive,3,3
3464,theoretical,3,3
3465,santa,3,2
3466,magical,3,2
3467,sharp,3,3
3468,pediatrician,3,1
3469,troublesome,3,3
3470,hanlon,3,1
3471,cleveland,3,3
3472,tolerance,3,3
3473,okay,3,2
3474,massachusetts,3,3
3475,classmate,3,3
3476,injure,3,3
3477,ever-increasing,3,3
3478,therapeutic,3,3
3479,adhere,3,3
3480,folk,3,2
3481,fame,3,3
3482,adventure,3,3
3483,sceptical,3,3
3484,conclusive,3,3
3485,rationally,3,3
3486,steal,3,2
3487,academically,3,2
3488,botanist,3,2
3489,composition,3,2
3490,suriname,3,1
3491,insectorum,3,1
3492,surinamensium,3,1
3493,magnify,3,3
3494,unfold,3,3
3495,nice,3,3
3496,lump,3,2
3497,slave,3,1
3498,analytical,3,3
3499,remotely,3,2
3500,month-long,3,3
3501,retrain,3,3
3502,butt,3,1
3503,hunter,3,2
3504,nevertheless,3,3
3505,session,3,3
3506,arousal,3,1
3507,impair,3,2
3508,strategically,3,1
3509,fantastic,3,2
3510,reinforce,3,3
3511,contributor,3,2
3512,inability,3,3
3513,systematically,3,3
3514,negotiation,3,2
3515,formula,3,3
3516,explosive,3,2
3517,genius,3,3
3518,restless,3,3
3519,chemistry,3,3
3520,dark,3,3
3521,makeup,3,2
3522,swap,3,2
3523,walmart,3,1
3524,turmoil,3,2
3525,burst,3,3
3526,bay,3,3
3527,sentab,3,1
3528,afternoon,3,2
3529,agenda,3,3
3530,corridor,3,2
3531,dislike,3,3
3532,airport,3,3
3533,beside,3,2
3534,originality,3,3
3535,empirical,3,2
3536,cap,3,3
3537,chair,3,3
3538,reporter,3,3
3539,witlin,3,1
3540,craftsman,3,1
3541,vastly,3,3
3542,full-time,3,3
3543,frequency,3,3
3544,comprise,3,3
3545,spacecraft,3,3
3546,vessel,3,3
3547,mechanical,3,2
3548,ardently,3,2
3549,receiver,3,2
3550,hobbyist,3,1
3551,framework,3,3
3552,shelf,3,2
3553,establishment,3,3
3554,developer,3,2
3555,innovator,3,3
3556,solitary,3,2
3557,disposable,3,3
3558,evaluation,3,3
3559,wander,3,3
3560,daydream,3,1
3561,nation's,3,3
3562,border,3,3
3563,oow,3,3
3564,musician,3,2
3565,inherent,3,3
3566,wilderness,3,3
3567,greenpeace,3,1
3568,tract,3,2
3569,positively,3,3
3570,command,3,2
3571,arrogant,3,3
3572,intrigue,3,3
3573,yogurt,3,1
3574,spin,3,2
3575,corn,3,2
3576,squeeze,3,2
3577,grain,3,2
3578,viable,3,3
3579,itl,3,2
3580,trendy,3,3
3581,organism,3,2
3582,compassion,3,3
3583,license,3,2
3584,irrationally,3,2
3585,morally,3,2
3586,cancel,3,3
3587,silence,3,2
3588,violence,3,3
3589,australia's,3,1
3590,southwestem,3,1
3591,iit,3,2
3592,soul,3,3
3593,contemplate,3,3
3594,credential,3,3
3595,limitation,3,3
3596,physically,3,3
3597,opponent,3,3
3598,synthetic,3,2
3599,jvi,3,1
3600,repair,3,2
3601,designate,3,3
3602,self-awareness,3,2
3603,ventilation,3,2
3604,optimal,3,3
3605,subjective,3,3
3606,prerequisite,3,3
3607,seeker,3,2
3608,coronavirus,3,2
3609,aggravate,3,3
3610,undernourish,3,1
3611,prevalence,3,3
3612,interlocutor,3,1
3613,fallacy,3,1
3614,ingenious,3,2
3615,gottlieb,3,1
3616,oneself,3,3
3617,life-saving,3,1
3618,spiritually,3,2
3619,fast-changing,3,3
3620,wit,3,2
3621,passport,3,1
3622,msc,3,1
3623,exceptional,3,2
3624,cent,3,2
3625,theatre,3,3
3626,inadequacy,3,2
3627,quest,3,2
3628,reminder,3,3
3629,selectively,3,2
3630,whiten's,3,1
3631,genetically,3,3
3632,explicit,3,2
3633,jargon,3,2
3634,edinburgh,3,2
3635,ignorant,3,3
3636,convention,3,3
3637,baffle,3,2
3638,plight,3,3
3639,notre,3,1
3640,dame,3,1
3641,bell,3,3
3642,tower,3,2
3643,blaze,3,1
3644,donate,3,3
3645,macron,3,1
3646,illusion,3,3
3647,miracle,3,3
3648,computer-generated,3,2
3649,cloyd,3,1
3650,liken,3,1
3651,holder,3,3
3652,mentally,3,3
3653,wield,3,2
3654,comprehend,3,3
3655,someone's,3,2
3656,idol,3,2
3657,genre,3,3
3658,shoulder,3,3
3659,tooa,3,1
3660,criterion,3,2
3661,firmly,3,3
3662,outright,3,3
3663,individualistic,3,3
3664,arguable,3,3
3665,tale,3,3
3666,curious,3,3
3667,ample,3,3
3668,harmless,3,3
3669,empower,3,2
3670,planner,3,2
3671,ideology,3,2
3672,incorrect,3,3
3673,controversial,3,3
3674,environmentalism,3,2
3675,imperative,3,2
3676,illustration,3,3
3677,title,3,3
3678,gun,3,2
3679,cry,3,3
3680,incredible,3,3
3681,peace,3,2
3682,strictly,3,3
3683,telecom,3,1
3684,unpaid,3,3
3685,pandemic,3,2
3686,symphony,3,1
3687,opera,3,1
3688,beethoven,3,2
3689,vulgamore,3,1
3690,toronto,3,2
3691,mcgeehan,3,1
3692,life-cycle,3,2
3693,immersive,3,2
3694,sprinkle,3,2
3695,rob,3,3
3696,thorny,3,3
3697,experimenter,3,2
3698,other-oriented,3,1
3699,staffer,3,1
3700,restrict,3,2
3701,versus,3,2
3702,crucially,3,3
3703,influential,3,3
3704,tide,3,1
3705,vacuum,3,2
3706,disagreement,3,2
3707,uniquely,3,2
3708,continually,3,3
3709,juice,3,2
3710,aesthetically,3,2
3711,motherhood,3,1
3712,houseplant,3,1
3713,observer,3,2
3714,orange,3,3
3715,sarcastic,3,1
3716,incapable,3,3
3717,practise,3,1
3718,chihuahua,3,1
3719,intervene,3,2
3720,human-made,3,2
3721,hydroelectric,3,1
3722,adherence,3,3
3723,fantasy,3,3
3724,slump,3,2
3725,rags-to-riches,3,1
3726,ascertain,3,3
3727,countryside,3,2
3728,borrow,3,1
3729,usa,3,2
3730,scent,3,1
3731,endorse,3,3
3732,radiance,3,1
3733,appraisal,3,2
3734,condemnation,3,2
3735,alarm,3,3
3736,forge,3,2
3737,linguist,3,2
3738,halve,3,1
3739,morale,3,1
3740,hfc,3,1
3741,herbicide,3,1
3742,ruminant,3,1
3743,greed,3,1
3744,stall,3,2
3745,diplomat,3,1
3746,airline,3,1
3747,police,3,1
3748,manually,3,1
3749,boil,3,1
3750,quantitative,2,2
3751,inflexible,2,2
3752,bureaucracy,2,2
3753,powerless,2,2
3754,relocate,2,2
3755,cuban,2,1
3756,storm,2,1
3757,bubble,2,2
3758,regional,2,2
3759,temper,2,1
3760,reformer,2,2
3761,youthful,2,2
3762,idealism,2,2
3763,idealistic,2,2
3764,modification,2,2
3765,vocation,2,1
3766,idealize,2,2
3767,entrance,2,2
3768,stereotypical,2,2
3769,five-year,2,2
3770,summit,2,1
3771,sustainably,2,1
3772,thesis,2,2
3773,tease,2,2
3774,wri,2,1
3775,trash,2,2
3776,boom,2,1
3777,newfoundland,2,1
3778,abruptly,2,2
3779,mighty,2,2
3780,ambiguous,2,2
3781,graphic,2,2
3782,precise,2,2
3783,revival,2,2
3784,theme,2,2
3785,friendliness,2,2
3786,cautious,2,2
3787,hitherto,2,2
3788,bleak,2,2
3789,foolish,2,2
3790,clarity,2,2
3791,occupational,2,2
3792,contradict,2,2
3793,unadaptable,2,1
3794,untrained,2,1
3795,defense,2,1
3796,suddenly,2,2
3797,desperately,2,2
3798,groundless,2,2
3799,cripple,2,2
3800,testify,2,2
3801,feasible,2,2
3802,urgency,2,2
3803,shouldwrite,2,2
3804,cucintech,2,1
3805,unforeseen,2,2
3806,interpreter,2,2
3807,qualification,2,2
3808,stressful,2,2
3809,simultaneous,2,2
3810,disturb,2,2
3811,precaution,2,2
3812,america's,2,2
3813,depth,2,2
3814,evident,2,2
3815,melt,2,2
3816,drown,2,2
3817,irreversible,2,2
3818,thirty,2,2
3819,criminal,2,2
3820,man-made,2,2
3821,countless,2,2
3822,drone,2,2
3823,neighbor,2,2
3824,jury,2,2
3825,victim,2,2
3826,abnormal,2,2
3827,pocket,2,2
3828,legislation,2,1
3829,redundant,2,2
3830,fee-for-service,2,2
3831,quantity,2,2
3832,lobby,2,2
3833,chamber,2,2
3834,slim,2,2
3835,pump,2,2
3836,ration,2,2
3837,metric,2,2
3838,alternative,2,2
3839,overly,2,2
3840,acre,2,2
3841,drechsel,2,1
3842,untreated,2,1
3843,favorable,2,2
3844,hobby,2,2
3845,odd,2,1
3846,stagger,2,2
3847,georgian-style,2,1
3848,electrical,2,2
3849,smoky,2,2
3850,guest,2,2
3851,frankly,2,2
3852,abuse,2,2
3853,glamorous,2,2
3854,theft,2,2
3855,headache,2,2
3856,membership,2,2
3857,reservation,2,2
3858,excellent,2,2
3859,affective,2,1
3860,clash,2,2
3861,impersonal,2,2
3862,boy,2,1
3863,eligible,2,1
3864,year-olds,2,1
3865,materially,2,1
3866,noble,2,2
3867,well-grounded,2,2
3868,youngster,2,2
3869,teenage,2,2
3870,crime,2,2
3871,chairman,2,2
3872,eco-labeling,2,1
3873,class-action,2,1
3874,beard,2,1
3875,kevin,2,1
3876,excess,2,2
3877,conscience,2,2
3878,awful,2,2
3879,mayor,2,2
3880,solely,2,2
3881,greedy,2,2
3882,dissatisfy,2,2
3883,incompetent,2,2
3884,self-confidence,2,2
3885,rock,2,2
3886,stump,2,2
3887,sacred,2,2
3888,worship,2,2
3889,cave,2,2
3890,lessen,2,2
3891,breakable,2,1
3892,presentation,2,2
3893,vitally,2,2
3894,dubravac,2,1
3895,shiny,2,2
3896,dazzle,2,2
3897,smartwatch,2,1
3898,customize,2,1
3899,digest,2,2
3900,downside,2,2
3901,free-riders,2,1
3902,disproportionately,2,2
3903,scarcely,2,2
3904,second-hand,2,1
3905,fortunate,2,2
3906,hail,2,2
3907,urgently,2,2
3908,high-emitting,2,1
3909,neon,2,1
3910,skip,2,2
3911,brew,2,2
3912,dub,2,2
3913,vladimir,2,1
3914,carli,2,1
3915,depress,2,2
3916,low-risk,2,1
3917,health-care,2,2
3918,conspicuous,2,2
3919,shed,2,2
3920,cuisine,2,2
3921,egg,2,2
3922,custom,2,2
3923,poison,2,2
3924,centenarian,2,1
3925,attraction,2,2
3926,longer-term,2,2
3927,shield,2,2
3928,ore,2,2
3929,geologist,2,2
3930,iceberg,2,2
3931,offshore,2,2
3932,celsius,2,2
3933,renegotiate,2,2
3934,endeavour,2,2
3935,expire,2,2
3936,lsland,2,1
3937,glimpse,2,2
3938,november,2,2
3939,spacious,2,2
3940,timeline,2,2
3941,year-round,2,2
3942,quietly,2,2
3943,civilian,2,2
3944,brazil,2,1
3945,strand,2,2
3946,chile,2,2
3947,misfortune,2,2
3948,rebuild,2,2
3949,amid,2,2
3950,allure,2,2
3951,korea,2,2
3952,tutorial,2,1
3953,gradual,2,2
3954,seminar,2,2
3955,upper-second,2,1
3956,school-leavers,2,1
3957,brilliant,2,2
3958,anytime,2,2
3959,moan,2,2
3960,besides,2,2
3961,lord,2,2
3962,humidity,2,2
3963,seedling,2,1
3964,oak,2,1
3965,pine,2,1
3966,forever,2,2
3967,notably,2,2
3968,withdraw,2,2
3969,uncertain,2,2
3970,phyllis,2,2
3971,insecurity,2,2
3972,disengagement,2,1
3973,maternity,2,2
3974,workday,2,1
3975,perlow,2,1
3976,vicious,2,2
3977,responsiveness,2,1
3978,wellness,2,1
3979,roughly,2,2
3980,in-office,2,1
3981,deadline,2,2
3982,headquarter,2,2
3983,ubiquitous,2,2
3984,mobile-first,2,1
3985,illuminate,2,1
3986,gigawatt-hours,2,1
3987,weekly,2,2
3988,trip,2,2
3989,centralize,2,2
3990,sociologist,2,2
3991,svante,2,1
3992,paabo,2,1
3993,anthropology,2,2
3994,venter,2,1
3995,michael,2,2
3996,marker,2,1
3997,chunk,2,2
3998,cystic,2,1
3999,fibrosis,2,1
4000,underdiagnosed,2,1
4001,racism,2,1
4002,diagnosis,2,2
4003,politically,2,2
4004,cling,2,2
4005,skilled,2,2
4006,boat,2,2
4007,sooner,2,2
4008,riot,2,2
4009,dirty,2,2
4010,worrisome,2,2
4011,thinker,2,2
4012,doubtful,2,2
4013,drastically,2,2
4014,monopolize,2,2
4015,predominance,2,2
4016,simultaneously,2,2
4017,derail,2,2
4018,corrective,2,2
4019,june,2,2
4020,curve,2,2
4021,backward,2,2
4022,ing,2,2
4023,crude,2,2
4024,over-supply,2,1
4025,iranian,2,2
4026,cop,2,2
4027,compre,2,2
4028,economical,2,2
4029,dna,2,2
4030,galaxy,2,2
4031,telescope,2,2
4032,database,2,2
4033,royal,2,2
4034,newly-developed,2,2
4035,maxx,2,1
4036,thanksgiving,2,2
4037,ack,2,2
4038,vocational,2,2
4039,wife,2,2
4040,enrollment,2,2
4041,life-threatening,2,2
4042,democracy,2,1
4043,advanced-math,2,1
4044,saul,2,1
4045,hispanic,2,1
4046,zaharopol,2,1
